leksem	vrsta.riječi	broj.slova	frek	k.N	k.M	k.C	k.STD	k.MIN	k.MAX	č.N	č.M	č.C	č.STD	č.MIN	č.MAX	p.N	p.M	p.C	p.STD	p.MIN	p.MAX	d.N	d.M	d.C	d.STD	d.MIN	d.MAX
pomagač	Nc	7	6162	30	3.73333333333	4.0	1.03064165558	0	5	30	3.33333333333	3.0	1.16428327977	0	5	30	4.63333333333	5.0	0.752034278179	2	5	30	7.33333333333	7.5	2.42670329643	3	14
besmislica	Nc	10	5185	30	1.86666666667	1.5	1.08730042869	1	5	30	3.56666666667	4.0	0.843932593411	2	5	30	3.5	4.0	1.45487685619	1	5	30	10.3333333333	10.5	2.52102272016	5	16
pridodati	Vm	9	10197	30	2.93333333333	3.0	1.06249183003	1	5	30	3.16666666667	3.0	0.859586463882	1	5	30	3.63333333333	4.0	1.11005505369	1	5	30	9.1	9.0	2.57358375293	5	15
tajanstven	Ag	10	9507	30	1.66666666667	2.0	0.69920589878	1	4	30	3.43333333333	4.0	0.843932593411	2	5	30	4.3	5.0	1.06926766216	1	5	30	8.93333333333	9.0	2.48908729368	4	13
klizni	Ag	6	6045	30	4.0	4.0	1.06458129484	1	5	30	2.93333333333	3.0	0.99777530314	1	5	30	4.33333333333	5.0	0.977525219908	2	5	30	8.56666666667	9.0	2.62911053823	4	13
prostranstvo	Nc	12	4927	30	2.86666666667	3.0	1.30979218029	0	5	30	2.4	2.0	0.952190457139	1	4	30	3.9	4.0	1.07548438699	1	5	30	10.0	10.0	2.20605228104	5	15
uposliti	Vm	8	3265	30	2.93333333333	3.0	1.28927197372	1	5	30	2.9	3.0	1.13578166916	1	5	30	3.23333333333	3.0	1.4067298564	1	5	30	11.7666666667	11.5	2.84819631034	6	19
optuženi	Nc	8	11541	30	3.13333333333	3.5	1.30979218029	1	5	30	3.06666666667	3.0	0.928559218479	1	5	30	4.4	5.0	0.986576572463	2	5	30	9.1	9.0	1.95533458347	5	14
izabran	Ag	7	35211	30	3.3	3.0	1.21518174224	1	5	30	3.83333333333	4.0	0.734090518185	3	5	30	4.33333333333	5.0	1.10554159679	1	5	30	7.43333333333	8.0	2.21635336132	3	12
naletjeti	Vm	9	24019	30	3.36666666667	4.0	1.07960898271	1	5	30	3.7	4.0	0.862167810425	2	5	30	4.4	5.0	0.916515138991	2	5	30	8.1	7.5	2.21133443875	3	12
podijeljen	Ag	10	6839	30	3.66666666667	4.0	1.07496769977	2	5	30	3.86666666667	4.0	0.763034876151	2	5	30	4.6	5.0	0.711805216802	3	5	30	7.1	7.0	2.00582485111	3	10
termostat	Nc	9	3737	30	5.0	5.0	0.0	5	5	30	3.06666666667	3.0	0.963788819653	1	5	30	4.5	5.0	0.957427107756	1	5	30	9.43333333333	10.0	3.21126489443	3	15
drogirati	Vm	9	4599	30	4.16666666667	4.0	0.96896279025	2	5	30	3.2	3.0	0.871779788708	1	5	30	4.86666666667	5.0	0.33993463424	4	5	30	10.7333333333	11.0	2.81582827759	4	15
ugljik	Nc	6	3891	30	4.03333333333	4.5	1.1685698762	1	5	30	2.56666666667	2.0	1.05461946797	1	5	30	4.26666666667	5.0	1.12348663642	1	5	30	12.1	12.0	1.46855938479	8	15
korištenje	Nc	10	185524	30	2.83333333333	3.0	1.12792828771	1	5	30	4.26666666667	4.0	0.853749898324	2	5	30	4.06666666667	4.0	1.09341463112	1	5	30	8.13333333333	8.0	2.57854394744	3	13
zračan	Ag	6	78968	30	3.0	3.0	1.31656117721	1	5	30	2.3	2.0	1.00498756211	1	5	30	3.7	4.5	1.41774468788	1	5	30	9.43333333333	9.5	2.39002556937	5	13
ograničiti	Vm	10	16080	30	2.6	2.5	1.01980390272	1	5	30	3.56666666667	4.0	0.843932593411	2	5	30	3.93333333333	4.0	0.99777530314	1	5	30	9.4	10.0	2.28910462845	5	13
efektan	Ag	7	6663	30	2.1	2.0	0.907377172588	1	4	30	3.4	3.0	0.840634680861	2	5	30	3.3	4.0	1.3699148392	1	5	30	10.9333333333	11.5	2.52894356512	6	15
crtica	Nc	6	7930	30	4.53333333333	5.0	0.884433277428	2	5	30	3.43333333333	4.0	1.14552268516	1	5	30	4.83333333333	5.0	0.453382350291	3	5	30	7.26666666667	7.5	3.30588700486	2	15
razjasniti	Vm	10	10025	30	2.2	2.0	1.04562580942	1	5	30	3.96666666667	4.0	0.835995746932	1	5	30	3.96666666667	5.0	1.3287420952	1	5	30	9.33333333333	9.5	2.4404006957	5	15
pamučan	Ag	7	6006	30	4.73333333333	5.0	0.62893207547	2	5	30	3.5	3.0	0.67082039325	2	5	30	4.53333333333	5.0	0.991071249821	1	5	30	8.8	9.0	1.7587874611	5	13
mišljenje	Nc	9	259290	30	1.26666666667	1.0	0.573488351136	1	3	30	4.76666666667	5.0	0.422952584682	4	5	30	4.16666666667	5.0	1.0354816378	2	5	30	7.63333333333	7.0	2.04096926865	4	12
biciklistički	Ag	13	12206	30	3.83333333333	4.0	1.29314431608	0	5	30	2.96666666667	3.0	1.01598337694	0	5	30	4.7	5.0	0.640312423743	3	5	30	6.83333333333	6.5	2.45062350343	3	12
dopisnik	Nc	8	4545	30	3.86666666667	4.0	1.17567947257	0	5	30	2.23333333333	2.0	1.11604460285	1	5	30	2.93333333333	3.0	1.23648246607	1	5	30	11.9333333333	12.0	2.73170683314	6	19
eksperiment	Nc	11	22706	30	4.0	4.0	1.0	1	5	30	4.5	5.0	0.562731433871	3	5	30	4.76666666667	5.0	0.615539510421	3	5	30	10.5	11.0	2.64259973006	5	15
neophodan	Ag	9	30483	30	2.63333333333	2.0	1.3287420952	1	5	30	3.0	3.0	1.29099444874	0	5	30	3.73333333333	4.0	1.18133634311	2	5	30	10.5	11.0	1.8752777572	6	14
poništiti	Vm	9	13347	30	2.66666666667	2.0	1.07496769977	1	4	30	3.63333333333	4.0	0.87496031656	1	5	30	4.03333333333	4.5	1.1685698762	1	5	30	8.33333333333	8.0	2.13437474581	5	14
jezik	Nc	5	322565	30	3.4	3.0	1.51877143332	1	5	30	4.4	4.5	0.663324958071	3	5	30	4.76666666667	5.0	0.615539510421	3	5	30	5.83333333333	6.0	2.57012753683	2	12
odlučujući	Ag	10	11945	30	1.9	2.0	0.830662386292	1	4	30	3.63333333333	3.5	0.87496031656	2	5	30	3.8	4.0	1.16619037897	1	5	30	8.56666666667	9.0	2.30482585508	5	12
pretjerivanje	Nc	13	7418	30	2.06666666667	2.0	0.99777530314	1	4	30	3.8	4.0	1.04562580942	0	5	30	4.16666666667	5.0	1.12792828771	1	5	30	7.6	8.0	2.31804515343	3	12
maestro	Nc	7	9106	30	4.26666666667	5.0	0.928559218479	2	5	30	2.2	2.0	1.01324561024	0	5	30	4.26666666667	5.0	0.928559218479	2	5	30	10.9333333333	10.0	2.17460085737	7	15
nesuđen	Ag	7	3455	30	1.4	1.0	0.75718777944	1	4	30	2.76666666667	3.0	1.08576649833	1	5	30	3.26666666667	3.0	1.28927197372	1	5	30	10.7	11.0	2.74651294068	5	15
nesvrstan	Ag	9	3078	30	2.23333333333	2.0	1.08576649833	1	4	30	2.56666666667	3.0	0.803464719546	1	4	30	2.93333333333	3.0	1.20922380981	1	5	30	10.6666666667	11.0	2.57336787542	6	16
grebati	Vm	7	3194	30	4.73333333333	5.0	0.442216638714	4	5	30	3.4	4.0	0.986576572463	1	5	30	4.76666666667	5.0	0.667499479817	2	5	30	6.03333333333	5.5	2.44244868023	2	14
tržnica	Nc	7	25850	30	4.93333333333	5.0	0.359010987142	3	5	30	3.8	4.0	0.909212113132	2	5	30	4.93333333333	5.0	0.359010987142	3	5	30	6.16666666667	6.0	2.28156866115	3	13
razina	Nc	6	329592	30	3.1	3.0	1.07548438699	1	5	30	3.96666666667	4.0	0.795124029458	2	5	30	4.26666666667	5.0	0.963788819653	2	5	30	7.83333333333	8.0	2.51771501344	3	13
skratiti	Vm	8	16091	30	4.33333333333	4.0	0.69920589878	2	5	30	3.96666666667	4.0	0.835995746932	2	5	30	4.76666666667	5.0	0.558768487141	3	5	30	6.4	6.5	1.8903262505	3	10
sladak	Ag	6	55118	30	4.46666666667	5.0	1.05619863452	1	5	30	4.63333333333	5.0	0.604611904907	3	5	30	4.8	5.0	0.47609522857	3	5	30	5.16666666667	5.0	2.29613201324	2	10
paravan	Nc	7	3513	30	3.23333333333	3.0	1.38283123418	1	5	30	2.3	2.0	0.737111479583	1	4	30	3.2	3.0	1.27540843131	1	5	30	11.4666666667	12.0	3.42279937413	3	19
infracrven	Ag	10	3951	30	3.1	3.0	1.42243921956	1	5	30	2.16666666667	2.0	0.897527467856	1	4	30	3.86666666667	4.0	1.23107902084	1	5	30	11.7666666667	12.0	2.40393196428	5	15
uvozan	Ag	6	8022	30	2.53333333333	2.0	1.17567947257	1	5	30	2.83333333333	3.0	1.0354816378	1	4	30	3.5	4.0	1.38443731049	1	5	30	11.6333333333	11.5	1.77920081934	8	15
krvni	Ag	5	43460	30	3.6	4.0	1.11355287257	1	5	30	3.03333333333	3.0	0.752034278179	1	4	30	4.63333333333	5.0	0.87496031656	2	5	30	8.6	8.0	2.7276363394	4	14
razuvjeriti	Vm	11	3053	30	1.8	1.0	1.01324561024	1	4	30	3.4	3.5	1.01980390272	0	5	30	3.16666666667	3.0	1.12792828771	1	5	30	10.5333333333	10.0	2.04504822002	7	15
početnik	Nc	8	17653	30	2.76666666667	3.0	1.08576649833	1	5	30	3.63333333333	4.0	1.07960898271	0	5	30	4.5	5.0	0.885061203157	2	5	30	7.5	7.0	2.21735578261	3	12
obećanje	Nc	8	42013	30	1.7	1.0	1.12989675045	1	5	30	4.03333333333	4.0	0.752034278179	3	5	30	4.46666666667	5.0	1.05619863452	1	5	30	6.33333333333	6.0	2.18072363117	3	12
izvlačiti	Vm	9	24111	30	3.86666666667	4.0	1.17567947257	1	5	30	3.53333333333	4.0	0.991071249821	0	5	30	4.4	5.0	0.840634680861	2	5	30	6.6	6.0	1.94250697124	3	11
umjeren	Ag	7	19117	30	2.0	2.0	1.09544511501	1	4	30	4.13333333333	4.0	0.718021974285	2	5	30	3.73333333333	4.0	1.33998341615	1	5	30	8.2	8.0	2.6	3	15
opijati	Vm	7	3503	30	3.9	4.0	1.04403065089	1	5	30	3.5	3.0	0.67082039325	2	5	30	4.63333333333	5.0	0.546707315562	3	5	30	10.8333333333	10.5	2.20731108415	4	15
žbuka	Nc	5	8912	30	4.83333333333	5.0	0.897527467856	0	5	30	2.8	3.0	0.909212113132	1	5	30	4.83333333333	5.0	0.453382350291	3	5	30	8.83333333333	9.0	3.03406584562	3	15
iscrpan	Ag	7	6903	30	1.73333333333	2.0	0.771722460186	1	4	30	3.1	3.0	0.830662386292	1	5	30	3.46666666667	4.0	1.28409068562	1	5	30	9.73333333333	10.0	2.36549266656	5	14
jučerašnji	Ag	10	37695	30	2.46666666667	2.0	1.4079141388	1	5	30	4.4	4.5	0.663324958071	3	5	30	4.2	5.0	1.27540843131	1	5	30	6.76666666667	6.5	2.45877114745	3	14
kandidat	Nc	8	166366	30	3.83333333333	4.0	1.15710366385	1	5	30	3.7	4.0	0.936304793679	1	5	30	4.56666666667	5.0	0.803464719546	2	5	30	8.13333333333	8.0	2.56558418732	4	17
avionski	Ag	8	5714	30	4.1	4.0	1.0115993937	2	5	30	2.8	3.0	0.832666399786	1	5	30	4.86666666667	5.0	0.426874949162	3	5	30	6.8	6.5	2.21208800307	4	13
dostojan	Ag	8	18663	30	1.46666666667	1.0	0.669991708075	1	4	30	3.26666666667	3.0	1.03064165558	1	5	30	3.76666666667	4.0	1.11604460285	2	5	30	9.9	10.0	2.72457947826	5	15
dužnički	Ag	8	7357	30	1.86666666667	2.0	0.718021974285	1	3	30	2.66666666667	3.0	1.192569588	1	5	30	3.36666666667	3.0	1.1685698762	1	5	30	11.5333333333	12.0	2.66749986983	7	15
efikasnost	Nc	10	15392	30	1.66666666667	1.0	0.829993306533	1	4	30	3.73333333333	4.0	1.18133634311	0	5	30	3.6	4.0	0.952190457139	2	5	30	11.2	12.0	2.66333124739	3	15
prihvatiti	Vm	10	184518	30	3.33333333333	3.0	1.07496769977	2	5	30	2.93333333333	3.0	1.03064165558	1	5	30	4.23333333333	4.0	0.843932593411	2	5	30	7.3	7.5	1.82847842025	5	14
zakuhati	Vm	8	5114	30	3.7	4.0	1.21518174224	1	5	30	3.86666666667	4.0	0.921351664072	2	5	30	4.33333333333	5.0	0.829993306533	3	5	30	8.1	8.0	2.3	3	13
zadesiti	Vm	8	8002	30	1.93333333333	2.0	0.963788819653	1	4	30	2.93333333333	3.0	1.06249183003	1	5	30	3.2	3.0	1.22202018532	1	5	30	9.3	10.0	2.7946377225	2	14
potok	Nc	5	17638	30	4.93333333333	5.0	0.249443825785	4	5	30	3.33333333333	3.0	0.942809041582	2	5	30	5.0	5.0	0.0	5	5	30	5.33333333333	5.0	2.50776571651	2	13
umjetnički	Ag	10	97808	30	2.1	2.0	1.13578166916	1	5	30	3.96666666667	4.0	0.795124029458	2	5	30	4.53333333333	5.0	0.718021974285	2	5	30	7.76666666667	8.0	2.01135664554	4	13
previdjeti	Vm	10	3675	30	1.96666666667	2.0	0.982626864866	1	4	30	3.26666666667	3.0	0.727247474309	2	5	30	3.83333333333	4.0	1.12792828771	1	5	30	9.13333333333	9.5	2.4997777679	3	13
probni	Ag	6	12104	30	2.36666666667	2.0	1.07960898271	1	5	30	3.6	3.5	0.840634680861	2	5	30	3.6	4.0	1.30639452948	1	5	30	8.26666666667	8.5	2.48908729368	3	12
mješavina	Nc	9	23528	30	4.03333333333	4.0	0.795124029458	3	5	30	3.63333333333	4.0	0.835995746932	2	5	30	4.33333333333	5.0	0.942809041582	2	5	30	8.8	8.5	2.49532896963	5	16
reinkarnacija	Nc	13	4865	30	1.33333333333	1.0	0.596284794	1	3	30	2.53333333333	3.0	0.763034876151	1	4	30	4.06666666667	5.0	1.23648246607	1	5	30	11.5666666667	12.0	2.5778975068	3	15
dobivati	Vm	8	166482	30	3.2	3.0	1.24899959968	1	5	30	4.13333333333	4.0	0.884433277428	1	5	30	4.6	5.0	0.711805216802	3	5	30	5.6	5.0	2.64070697605	2	13
bankrotirati	Vm	12	4392	30	3.0	2.5	1.21106014164	1	5	30	2.96666666667	3.0	0.948097510222	1	5	30	4.46666666667	5.0	0.95684667296	2	5	30	10.7	11.0	2.35442845152	3	14
popunjenost	Nc	11	3435	30	3.46666666667	3.0	1.20369800568	1	5	30	3.13333333333	3.0	1.11753697428	0	5	30	4.4	5.0	0.952190457139	2	5	30	8.56666666667	9.0	2.39002556937	3	14
visina	Nc	6	124804	30	4.16666666667	4.5	1.0354816378	1	5	30	4.36666666667	4.0	0.657436097444	3	5	30	4.96666666667	5.0	0.179505493571	4	5	30	5.73333333333	5.0	2.03196675388	3	10
doskočiti	Vm	9	3341	30	3.56666666667	4.0	1.17426099692	2	5	30	3.03333333333	3.0	0.835995746932	1	5	30	4.03333333333	4.5	1.1967548714	1	5	30	8.2	8.0	2.82134719593	3	15
pogubiti	Vm	8	4775	30	4.0	4.0	0.966091783079	2	5	30	2.73333333333	3.0	1.03064165558	1	5	30	4.56666666667	5.0	0.882546819658	1	5	30	9.53333333333	9.0	1.8208667045	6	14
samozatajan	Ag	11	4782	30	2.2	2.0	1.04562580942	1	5	30	2.96666666667	3.0	0.752034278179	2	5	30	3.6	4.0	1.30639452948	1	5	30	10.9333333333	11.0	2.69485105752	5	17
prvenstvo	Nc	9	202566	30	2.86666666667	3.0	1.30979218029	1	5	30	2.93333333333	3.0	0.891939210684	1	5	30	4.2	5.0	1.16619037897	1	5	30	7.93333333333	8.0	2.08059820458	3	13
stvaratelj	Nc	10	3588	30	2.63333333333	3.0	0.982626864866	1	5	30	2.7	3.0	0.862167810425	1	5	30	3.93333333333	4.0	1.15277443105	2	5	30	7.7	8.0	1.67630546142	3	10
nacrt	Nc	5	25826	30	3.83333333333	4.0	1.12792828771	1	5	30	3.9	4.0	0.746100976187	2	5	30	4.53333333333	5.0	0.763034876151	2	5	30	10.5666666667	11.0	2.34781222039	6	15
intervju	Nc	8	63847	30	4.03333333333	4.0	0.982626864866	1	5	30	3.26666666667	3.0	0.813770374382	1	4	30	4.76666666667	5.0	0.422952584682	4	5	30	9.63333333333	10.0	1.88826787177	6	13
poprimati	Vm	9	7632	30	2.1	2.0	1.16476034731	0	5	30	3.23333333333	3.0	0.955103252126	0	5	30	3.6	3.5	1.2274635093	1	5	30	9.5	10.0	2.30578981407	4	15
zavrijediti	Vm	11	3022	30	2.0	1.5	1.18321595662	1	5	30	3.23333333333	3.0	0.989388138644	1	5	30	3.3	3.0	1.34536240471	1	5	30	8.5	8.5	2.82547931037	4	14
sretnik	Nc	7	5601	30	2.8	3.0	1.24899959968	1	5	30	3.53333333333	4.0	0.845905169363	1	5	30	4.33333333333	5.0	0.906764700582	2	5	30	6.86666666667	7.0	1.76509363932	4	12
priprema	Nc	8	147223	30	2.93333333333	3.0	1.06249183003	1	5	30	4.16666666667	4.0	0.52174919475	3	5	30	3.9	4.0	1.27410099024	1	5	30	6.96666666667	7.0	2.45605826931	2	13
izabranik	Nc	9	5576	30	3.16666666667	3.0	1.0354816378	1	5	30	2.33333333333	2.0	0.942809041582	1	4	30	3.86666666667	4.0	1.25786415094	1	5	30	9.43333333333	10.0	2.12419919551	5	14
progoniti	Vm	9	8171	30	3.33333333333	3.5	1.07496769977	1	5	30	2.8	3.0	1.10754984839	1	5	30	4.36666666667	5.0	0.948097510222	2	5	30	9.83333333333	10.0	3.08850916931	4	19
radostan	Ag	8	17082	30	3.5	4.0	1.43178210633	1	5	30	3.7	4.0	1.1874342087	0	5	30	4.76666666667	5.0	0.495535624911	3	5	30	5.73333333333	5.0	2.54209012866	2	13
reprezentativan	Ag	15	20773	30	2.43333333333	2.0	1.30851909509	1	5	30	3.56666666667	4.0	1.02252411001	1	5	30	3.26666666667	3.0	1.45907124188	1	5	30	12.3	13.0	2.70985854489	6	18
saga	Nc	4	5895	30	3.03333333333	3.0	1.1967548714	1	5	30	1.63333333333	1.0	0.835995746932	0	3	30	3.06666666667	3.0	1.50406855636	1	5	30	12.6333333333	12.0	2.05723654989	9	18
uzrečica	Nc	8	3367	30	3.2	3.0	1.35154232885	0	5	30	2.33333333333	3.0	0.942809041582	1	4	30	3.76666666667	4.0	1.33374993492	1	5	30	9.96666666667	10.0	2.56233400546	2	15
suosjećanje	Nc	11	6968	30	2.03333333333	2.0	1.1967548714	1	5	30	3.73333333333	4.0	0.853749898324	2	5	30	4.16666666667	5.0	1.09797793947	1	5	30	8.56666666667	8.0	2.49911095303	4	15
garažni	Ag	7	3536	30	3.93333333333	4.0	1.12348663642	1	5	30	2.36666666667	2.0	0.982626864866	1	4	30	4.26666666667	5.0	1.18133634311	1	5	30	8.13333333333	7.0	3.00813711271	4	18
siriti	Vm	6	3490	30	2.96666666667	3.0	1.13968806649	1	5	30	1.96666666667	1.5	1.1685698762	1	5	30	1.86666666667	1.0	1.20369800568	1	5	30	12.1333333333	13.5	6.42252978887	0	19
uzdužan	Ag	7	3173	30	3.13333333333	3.0	1.20369800568	1	5	30	2.36666666667	2.0	0.982626864866	1	4	30	3.53333333333	4.0	1.43139403691	1	5	30	9.53333333333	10.0	3.67635084772	0	16
avantura	Nc	8	28930	30	3.03333333333	3.0	1.22429117815	1	5	30	3.2	4.0	1.01324561024	1	4	30	4.6	5.0	0.75718777944	2	5	30	7.26666666667	7.0	1.98214249964	3	11
dosadan	Ag	7	43422	30	2.56666666667	2.0	1.33374993492	1	5	30	4.56666666667	5.0	0.667499479817	3	5	30	4.56666666667	5.0	0.989388138644	1	5	30	5.83333333333	5.0	2.81760339453	2	16
evolucijski	Ag	11	5750	30	2.6	3.0	1.3316656237	1	5	30	3.7	4.0	0.82259751195	2	5	30	4.03333333333	4.5	1.1685698762	1	5	30	10.8	10.0	2.46846781088	4	15
opraštanje	Nc	10	3766	30	2.06666666667	2.0	1.03064165558	1	5	30	3.73333333333	4.0	1.03064165558	1	5	30	4.5	5.0	0.84656167328	2	5	30	5.6	5.0	2.88212884283	1	15
sunčan	Ag	6	32967	30	4.4	5.0	0.75718777944	2	5	30	4.46666666667	5.0	0.618241233033	3	5	30	4.96666666667	5.0	0.179505493571	4	5	30	5.0	5.0	2.25092573548	2	13
osjećanje	Nc	9	4401	30	1.96666666667	2.0	1.07960898271	1	5	30	4.33333333333	5.0	1.0434983895	1	5	30	4.03333333333	5.0	1.27758452645	1	5	30	6.23333333333	6.0	1.70652343149	3	10
curenje	Nc	7	5461	30	4.26666666667	4.0	0.727247474309	2	5	30	3.26666666667	3.0	0.928559218479	1	5	30	4.8	5.0	0.47609522857	3	5	30	6.13333333333	6.0	2.07739152678	2	12
malobrojan	Ag	10	9590	30	3.56666666667	4.0	1.08576649833	1	5	30	3.26666666667	3.0	1.03064165558	1	5	30	3.66666666667	3.5	1.34989711542	1	5	30	10.1333333333	10.0	2.80158685193	5	20
dekorativan	Ag	11	7067	30	3.2	3.0	1.24899959968	1	5	30	3.16666666667	3.0	0.687184270936	2	4	30	4.3	5.0	1.06926766216	1	5	30	10.8	11.0	2.4	7	16
stavak	Nc	6	50636	30	3.73333333333	4.0	1.12348663642	2	5	30	2.46666666667	2.5	0.845905169363	1	4	30	3.6	3.5	1.30639452948	1	5	30	10.4666666667	10.5	2.95221197673	5	15
glumački	Ag	8	26399	30	3.6	4.0	1.28062484749	1	5	30	2.93333333333	3.0	1.15277443105	1	5	30	4.46666666667	5.0	0.669991708075	3	5	30	9.56666666667	9.0	3.20086793785	5	18
epilog	Nc	6	6312	30	3.7	4.0	1.21518174224	1	5	30	2.16666666667	2.0	1.00277393043	1	4	30	2.83333333333	3.0	1.485111294	1	5	30	12.8	12.5	2.54820198048	8	19
kirurški	Ag	8	12060	30	3.63333333333	4.0	1.1685698762	1	5	30	2.76666666667	3.0	0.955103252126	1	4	30	4.3	5.0	0.9	2	5	30	11.4333333333	11.5	2.82469270698	7	18
bezličan	Ag	8	3956	30	2.06666666667	2.0	0.928559218479	1	5	30	2.7	3.0	0.936304793679	1	4	30	3.26666666667	3.0	1.33998341615	1	5	30	12.7666666667	13.0	3.06249716553	5	18
resorni	Ag	7	10785	30	2.06666666667	2.0	0.813770374382	1	4	30	1.86666666667	2.0	0.884433277428	1	4	30	1.33333333333	1.0	0.69920589878	1	4	30	13.2666666667	15.0	5.98293870565	0	20
napisati	Vm	8	318605	30	4.7	5.0	0.690410505907	2	5	30	4.93333333333	5.0	0.249443825785	4	5	30	4.86666666667	5.0	0.561743318212	2	5	30	6.36666666667	6.0	3.02746685458	2	17
stražnji	Ag	8	42791	30	4.23333333333	4.5	0.882546819658	2	5	30	3.83333333333	4.0	1.0354816378	1	5	30	4.83333333333	5.0	0.453382350291	3	5	30	6.66666666667	7.0	1.53478192443	4	12
prateći	Ag	7	18890	30	3.33333333333	3.5	1.22020034785	1	5	30	3.0	3.0	0.894427191	1	4	30	4.16666666667	5.0	1.00277393043	2	5	30	8.43333333333	8.0	2.15535508804	3	12
kupač	Nc	5	4816	30	4.83333333333	5.0	0.734090518185	1	5	30	2.9	3.0	0.978093383408	1	5	30	4.86666666667	5.0	0.561743318212	2	5	30	6.6	6.0	2.52454616383	3	14
inicijalan	Ag	10	8208	30	2.43333333333	2.0	1.17426099692	1	5	30	2.56666666667	3.0	0.919540948276	1	4	30	3.36666666667	3.0	1.40198272299	1	5	30	10.5333333333	11.0	3.04119859412	3	16
sakupljati	Vm	10	7192	30	4.4	4.0	0.611010092661	3	5	30	3.46666666667	4.0	0.845905169363	2	5	30	4.66666666667	5.0	0.649786289654	3	5	30	7.16666666667	7.0	2.96741563579	3	16
istančan	Ag	8	3195	30	2.26666666667	2.0	0.963788819653	1	5	30	2.23333333333	2.0	0.882546819658	1	4	30	2.9	3.0	1.32539302347	1	5	30	10.0666666667	10.0	4.85065860362	0	19
nahraniti	Vm	9	9871	30	4.53333333333	5.0	0.718021974285	2	5	30	4.4	5.0	0.8	2	5	30	4.8	5.0	0.653197264742	2	5	30	5.06666666667	4.5	2.78008792827	1	13
kunić	Nc	5	6115	30	4.86666666667	5.0	0.718021974285	1	5	30	2.63333333333	3.0	1.01598337694	1	5	30	5.0	5.0	0.0	5	5	30	6.83333333333	6.0	3.39689400613	2	17
besprijekoran	Ag	13	8286	30	2.23333333333	2.0	1.02252411001	1	5	30	2.76666666667	3.0	0.919540948276	1	4	30	4.2	5.0	1.07703296143	1	5	30	9.66666666667	10.0	2.29975844142	6	13
raščistiti	Vm	10	5279	30	3.63333333333	4.0	0.948097510222	2	5	30	3.36666666667	3.0	0.546707315562	3	5	30	4.36666666667	5.0	0.948097510222	2	5	30	9.23333333333	9.0	2.20126226415	5	14
predvidjeti	Vm	11	25467	30	2.36666666667	2.0	0.948097510222	1	5	30	3.7	4.0	0.781024967591	2	5	30	3.73333333333	4.0	1.26315302143	1	5	30	10.1666666667	10.0	2.17689891563	6	14
naznačiti	Vm	9	6814	30	3.46666666667	3.5	0.95684667296	1	5	30	3.3	3.0	0.971253485622	1	5	30	3.86666666667	4.0	1.30979218029	1	5	30	10.7333333333	11.0	2.64491125665	4	15
konzumirati	Vm	11	23395	30	3.83333333333	4.0	0.96896279025	2	5	30	3.76666666667	4.0	1.11604460285	1	5	30	4.5	5.0	0.885061203157	2	5	30	11.2	11.0	2.61278905897	7	20
autoput	Nc	7	11438	30	4.63333333333	5.0	1.0482790129	1	5	30	3.5	4.0	0.885061203157	1	5	30	4.9	5.0	0.395811402901	3	5	30	8.8	8.0	2.95972971739	5	16
prerađivački	Ag	12	3651	30	2.93333333333	3.0	1.03064165558	1	5	30	2.33333333333	2.0	0.829993306533	1	4	30	3.13333333333	3.0	1.33499895963	1	5	30	10.8333333333	10.5	2.60874597375	3	16
mineralan	Ag	9	14839	30	3.5	4.0	1.11803398875	1	5	30	3.3	3.0	1.12989675045	0	5	30	4.26666666667	5.0	0.99777530314	2	5	30	8.43333333333	9.0	3.69398911146	1	15
dečko	Nc	5	142479	30	4.8	5.0	0.6	2	5	30	4.66666666667	5.0	0.942809041582	0	5	30	4.9	5.0	0.538516480713	2	5	30	5.03333333333	4.0	2.56233400546	1	13
pirjati	Vm	7	4355	30	4.1	4.0	1.04403065089	1	5	30	2.63333333333	3.0	0.91226214556	1	4	30	3.33333333333	4.0	1.57762127549	1	5	30	11.3666666667	10.0	4.10270913205	2	19
oduzeti	Vm	7	40569	30	3.8	4.0	1.04562580942	1	5	30	3.8	4.0	0.871779788708	2	5	30	4.46666666667	5.0	0.95684667296	2	5	30	6.4	6.5	2.37486841741	0	14
podni	Ag	5	8257	30	4.1	4.0	0.789514618822	2	5	30	2.86666666667	3.0	1.11753697428	1	5	30	4.43333333333	5.0	0.803464719546	3	5	30	7.0	7.0	1.52752523165	3	10
pojavljivati	Vm	12	72986	30	3.33333333333	3.0	1.0434983895	1	5	30	3.73333333333	4.0	1.09341463112	0	5	30	4.4	5.0	0.952190457139	1	5	30	7.0	7.0	2.36643191324	1	14
uhićen	Ag	6	7272	30	4.13333333333	4.0	0.95684667296	1	5	30	3.13333333333	3.0	1.14697670227	1	5	30	4.83333333333	5.0	0.582141639886	2	5	30	7.83333333333	7.5	2.63417708002	3	14
ekosustav	Nc	9	4491	30	2.9	3.0	1.39880901722	1	5	30	2.33333333333	2.5	0.906764700582	1	4	30	3.83333333333	4.0	1.2405196044	1	5	30	12.2	12.0	2.76164202363	7	18
lišiti	Vm	6	3090	30	2.4	2.0	1.2	1	5	30	2.33333333333	2.0	0.942809041582	1	4	30	2.7	3.0	1.39403491109	1	5	30	11.3	13.0	4.35239397727	0	17
