leksem	vrsta.riječi	broj.slova	frek	k.N	k.M	k.C	k.STD	k.MIN	k.MAX	č.N	č.M	č.C	č.STD	č.MIN	č.MAX	p.N	p.M	p.C	p.STD	p.MIN	p.MAX	d.N	d.M	d.C	d.STD	d.MIN	d.MAX
nezreo	Ag	6	5722	30	2.73333333333	3.0	1.31487219489	1	5	30	3.53333333333	4.0	0.991071249821	0	5	30	3.73333333333	4.0	1.06249183003	1	5	30	8.4	8.0	3.46025047263	3	20
velikodušan	Ag	11	4292	30	2.63333333333	2.5	1.11005505369	1	5	30	3.43333333333	3.5	0.803464719546	2	5	30	3.5	3.5	1.05672449894	1	5	30	8.53333333333	8.0	2.76566246836	3	17
prinositi	Vm	9	4386	30	3.16666666667	3.0	1.12792828771	1	5	30	2.66666666667	3.0	0.977525219908	1	5	30	3.06666666667	3.0	1.12348663642	1	5	30	9.2	9.0	3.21869538789	3	19
poredak	Nc	7	43621	30	3.36666666667	3.0	1.07960898271	1	5	30	3.3	3.0	0.9	1	5	30	3.8	4.0	1.01324561024	2	5	30	9.06666666667	8.5	2.63227826965	3	15
protuzakonit	Ag	12	5689	30	3.13333333333	3.0	1.30979218029	1	5	30	3.33333333333	3.0	0.942809041582	2	5	30	3.1	3.0	1.22065556157	1	5	30	10.1	10.0	3.85875627631	3	21
zahvaćati	Vm	9	6229	30	2.86666666667	3.0	1.11753697428	1	5	30	2.96666666667	3.0	1.01598337694	1	5	30	2.73333333333	3.0	1.23648246607	1	5	30	9.0	9.5	2.2360679775	5	14
autogram	Nc	8	3757	30	4.7	5.0	0.640312423743	2	5	30	3.1	3.0	0.869865890047	2	5	30	4.43333333333	5.0	1.05461946797	1	5	30	7.63333333333	8.0	1.81628436344	5	12
smiriti	Vm	7	32787	30	3.26666666667	3.5	1.33998341615	0	5	30	4.13333333333	4.0	0.884433277428	1	5	30	3.56666666667	3.5	1.17426099692	1	5	30	5.76666666667	5.5	2.18606699094	1	10
epski	Ag	5	5432	30	2.53333333333	2.0	1.45449494862	0	5	30	2.8	3.0	1.19443152448	1	5	30	2.86666666667	3.0	1.17567947257	1	5	30	10.6	10.5	2.45764114549	4	14
dvorski	Ag	7	4568	30	3.43333333333	4.0	1.38283123418	1	5	30	2.06666666667	2.0	0.853749898324	1	3	30	3.9	4.0	1.13578166916	2	5	30	8.43333333333	8.0	2.91757128828	1	15
nezaustavljiv	Ag	13	3917	30	3.13333333333	3.0	0.921351664072	2	5	30	2.96666666667	3.0	0.835995746932	1	5	30	3.46666666667	4.0	1.23107902084	1	5	30	8.1	8.0	3.17647603485	2	20
privući	Vm	7	51706	30	3.1	3.0	1.22065556157	0	5	30	3.56666666667	4.0	1.14552268516	1	5	30	3.53333333333	3.5	1.25786415094	1	5	30	7.36666666667	7.0	2.61385198935	3	13
etabliran	Ag	9	3343	30	2.16666666667	2.0	1.26710518725	1	5	30	1.93333333333	1.0	1.23648246607	1	5	30	2.03333333333	2.0	1.07960898271	1	5	30	12.8666666667	14.5	4.06393350777	0	18
nebo	Nc	4	99611	30	4.5	5.0	0.921954445729	1	5	30	4.23333333333	4.5	0.919540948276	2	5	30	4.63333333333	5.0	1.0482790129	1	5	30	4.2	4.0	2.41384893203	1	15
ugurati	Vm	7	10574	30	3.83333333333	4.0	1.00277393043	2	5	30	3.53333333333	3.5	1.05619863452	2	5	30	4.13333333333	5.0	1.11753697428	1	5	30	5.4	5.0	1.70489491367	1	8
odvojiti	Vm	8	31375	30	3.8	4.0	0.979795897113	2	5	30	3.63333333333	4.0	0.982626864866	1	5	30	4.06666666667	4.5	1.12348663642	2	5	30	5.6	5.0	1.6451950239	3	9
breza	Nc	5	3385	30	4.7	5.0	0.82259751195	2	5	30	2.93333333333	3.0	1.06249183003	1	5	30	4.7	5.0	0.82259751195	1	5	30	6.2	6.0	1.83303027798	3	10
genocidan	Ag	9	4267	30	2.73333333333	2.0	1.41264134003	1	5	30	2.36666666667	2.0	1.13968806649	1	5	30	3.23333333333	3.5	1.22972444971	1	5	30	11.1	12.0	2.4406283344	5	15
rasistički	Ag	10	5778	30	3.03333333333	3.0	1.42556031869	0	5	30	3.13333333333	3.0	1.05619863452	0	5	30	3.9	4.0	0.978093383408	2	5	30	10.7	10.0	2.00249843945	7	15
pješačenje	Nc	10	3273	30	4.4	5.0	1.05198225587	1	5	30	4.13333333333	4.0	0.80553639824	2	5	30	4.5	5.0	0.991631652043	1	5	30	6.1	5.5	2.53442958737	1	12
operacija	Nc	9	109288	30	4.46666666667	5.0	0.884433277428	1	5	30	3.23333333333	3.0	0.882546819658	2	5	30	4.6	5.0	0.879393730552	1	5	30	6.5	6.0	2.24722050542	3	12
zastupanje	Nc	10	6374	30	2.73333333333	3.0	1.03064165558	1	5	30	2.7	3.0	0.971253485622	1	5	30	2.93333333333	3.0	1.09341463112	1	5	30	10.1333333333	10.0	2.9295430057	4	16
pomorac	Nc	7	16956	30	4.73333333333	5.0	0.573488351136	3	5	30	2.83333333333	3.0	1.15710366385	1	5	30	4.43333333333	5.0	1.08576649833	1	5	30	7.23333333333	7.5	2.48573709167	3	12
stereotip	Nc	9	10376	30	2.76666666667	3.0	1.22972444971	1	5	30	3.33333333333	3.0	0.86922698736	1	5	30	3.53333333333	4.0	1.25786415094	1	5	30	11.5	11.5	2.27669350887	7	16
apsurdan	Ag	8	9387	30	2.23333333333	2.0	1.17426099692	1	5	30	2.9	3.0	1.07548438699	1	5	30	2.66666666667	2.0	1.1352924244	1	5	30	11.5	12.0	2.92973263854	5	16
pridobiti	Vm	9	8235	30	2.6	3.0	1.05198225587	1	5	30	2.86666666667	3.0	0.921351664072	1	5	30	2.56666666667	2.0	1.20231258646	1	5	30	9.86666666667	10.0	2.47296493213	7	15
dugovječan	Ag	10	4223	30	2.93333333333	3.0	1.20922380981	1	5	30	2.66666666667	3.0	0.977525219908	1	4	30	3.23333333333	3.0	1.256538455	1	5	30	10.2	10.0	2.32952069462	6	15
počivati	Vm	8	18272	30	2.83333333333	3.0	1.36829171678	1	5	30	2.56666666667	2.5	1.11604460285	0	5	30	3.36666666667	3.5	1.3287420952	1	5	30	8.53333333333	8.5	2.06128331117	5	12
pobožnost	Nc	9	10650	30	2.86666666667	3.0	1.35973853696	1	5	30	2.66666666667	3.0	0.649786289654	2	4	30	3.9	4.0	1.16476034731	1	5	30	8.16666666667	8.0	2.22236110677	5	13
korumpiran	Ag	10	10251	30	3.2	3.0	1.35154232885	1	5	30	3.03333333333	3.0	1.3287420952	1	5	30	3.53333333333	4.0	1.23107902084	1	5	30	11.8333333333	12.0	2.47767812455	5	16
nadimak	Nc	7	16979	30	3.9	4.0	1.37477270849	1	5	30	3.86666666667	4.0	0.80553639824	2	5	30	3.86666666667	5.0	1.47723465374	1	5	30	6.2	6.0	2.10396451174	2	13
ljutit	Ag	6	3628	30	4.13333333333	5.0	1.20369800568	1	5	30	4.13333333333	4.0	0.884433277428	2	5	30	4.56666666667	5.0	0.919540948276	1	5	30	4.7	5.0	1.71561456433	1	8
rezimirati	Vm	10	3298	30	2.53333333333	3.0	1.20369800568	1	5	30	2.3	2.0	1.12989675045	1	5	30	2.76666666667	2.5	1.30851909509	1	5	30	12.1333333333	12.0	2.72926526539	5	17
proizvoljan	Ag	11	4963	30	2.3	2.0	1.24230967691	0	5	30	2.16666666667	2.0	1.15710366385	0	5	30	2.26666666667	2.0	1.12348663642	1	5	30	12.5666666667	13.0	2.69175696443	6	18
zbrinuti	Vm	8	5125	30	2.86666666667	3.0	1.25786415094	1	5	30	2.83333333333	3.0	1.15710366385	0	5	30	3.03333333333	3.0	1.1967548714	1	5	30	10.1666666667	10.0	2.67186992365	6	16
popravni	Ag	8	4357	30	3.3	3.0	1.06926766216	1	5	30	2.83333333333	3.0	1.09797793947	0	5	30	3.5	3.0	1.25830573921	1	5	30	8.73333333333	8.0	1.89619502044	5	13
poistovjetiti	Vm	13	4353	30	2.5	2.0	1.31021626714	1	5	30	2.9	3.0	0.978093383408	1	5	30	2.56666666667	3.0	1.30851909509	1	5	30	10.0	10.0	2.38047614285	6	15
usuditi	Vm	7	30573	30	2.5	2.0	1.43178210633	1	5	30	3.46666666667	3.0	0.884433277428	2	5	30	2.53333333333	2.0	1.14697670227	1	5	30	7.66666666667	8.0	2.39907389539	3	14
kombiniran	Ag	10	9714	30	2.76666666667	3.0	1.17426099692	1	5	30	3.0	3.0	1.0	1	5	30	3.03333333333	3.0	1.30341431973	1	5	30	8.73333333333	8.0	2.43493098237	5	14
vlažan	Ag	6	16935	30	4.13333333333	5.0	1.05619863452	2	5	30	3.53333333333	3.5	0.95684667296	1	5	30	4.13333333333	5.0	1.20369800568	1	5	30	6.26666666667	6.0	1.86070476493	2	10
neodrživ	Ag	8	4798	30	2.63333333333	3.0	1.1967548714	1	5	30	2.83333333333	3.0	1.06718737291	1	5	30	2.76666666667	2.5	1.20231258646	1	5	30	9.96666666667	10.0	2.93806436659	6	17
podučavati	Vm	10	8707	30	3.73333333333	4.0	1.12348663642	1	5	30	3.63333333333	4.0	1.1967548714	0	5	30	4.33333333333	5.0	0.86922698736	3	5	30	7.63333333333	7.5	2.08939119256	4	12
pretrčati	Vm	9	3197	30	4.03333333333	4.0	1.07960898271	2	5	30	4.03333333333	4.0	0.835995746932	2	5	30	4.46666666667	5.0	0.921351664072	1	5	30	5.16666666667	5.0	1.82726267649	1	9
uključiti	Vm	9	87026	30	3.83333333333	4.0	1.06718737291	2	5	30	4.23333333333	4.0	0.843932593411	2	5	30	3.96666666667	4.0	1.11005505369	2	5	30	5.4	5.0	1.90787840283	2	10
poštedjeti	Vm	10	5241	30	2.93333333333	3.0	1.12348663642	1	5	30	2.83333333333	3.0	1.00277393043	1	5	30	2.8	3.0	1.22202018532	1	5	30	8.46666666667	8.5	2.83705637746	0	12
neistomišljenik	Nc	15	4372	30	2.96666666667	3.0	1.40198272299	1	5	30	2.73333333333	3.0	1.20922380981	1	5	30	2.86666666667	2.0	1.54344492037	1	5	30	10.6333333333	10.0	2.44244868023	7	15
tipičan	Ag	7	40221	30	3.06666666667	3.0	1.41264134003	1	5	30	4.1	4.0	0.789514618822	3	5	30	2.63333333333	3.0	1.25122162527	1	5	30	9.13333333333	9.0	2.62974438978	5	14
dekolte	Nc	7	6435	30	4.4	5.0	1.01980390272	1	5	30	3.2	3.0	1.07703296143	1	5	30	4.63333333333	5.0	1.0482790129	1	5	30	10.0333333333	10.0	2.27278585783	5	14
nadvladati	Vm	10	5054	30	2.76666666667	3.0	1.14552268516	1	5	30	2.63333333333	3.0	1.13968806649	1	5	30	2.93333333333	3.0	1.15277443105	1	5	30	9.56666666667	9.5	2.13983384609	6	15
milostiv	Ag	8	3686	30	2.6	3.0	1.08320512062	1	5	30	2.8	3.0	1.07703296143	1	5	30	3.33333333333	3.0	1.1352924244	1	5	30	8.03333333333	8.0	2.16769206505	4	13
agresija	Nc	8	29684	30	3.6	4.0	1.38082101181	1	5	30	3.3	3.0	1.12989675045	1	5	30	3.9	4.0	1.19303534454	1	5	30	8.06666666667	7.5	2.85112063738	2	13
ključan	Ag	7	114122	30	2.7	2.5	1.29486163997	1	5	30	3.6	4.0	1.17189305542	1	5	30	3.1	3.0	1.27410099024	1	5	30	9.5	10.0	2.09364116633	6	14
plakati	Vm	7	57548	30	4.36666666667	5.0	1.11005505369	1	5	30	3.86666666667	4.0	1.11753697428	1	5	30	4.6	5.0	1.11355287257	1	5	30	4.36666666667	4.0	2.16769206505	1	13
prostitutka	Nc	11	10116	30	4.06666666667	5.0	1.45907124188	0	5	30	2.56666666667	3.0	1.11604460285	1	5	30	4.36666666667	5.0	1.01598337694	1	5	30	9.2	9.5	2.37205958329	5	15
gat	Nc	3	3847	30	2.16666666667	1.0	1.73365381653	0	5	30	1.5	1.0	1.0246950766	0	4	30	2.3	1.0	1.65630109984	0	5	30	9.66666666667	10.0	6.42045342809	0	20
dvodnevan	Ag	9	10936	30	3.23333333333	3.0	1.33374993492	1	5	30	2.8	3.0	1.10754984839	1	5	30	3.13333333333	3.0	1.33499895963	1	5	30	7.9	8.0	2.57358375293	3	15
izbjegnuti	Vm	10	11927	30	2.9	3.0	1.27410099024	0	5	30	3.23333333333	3.0	0.955103252126	1	5	30	3.43333333333	3.0	1.17426099692	1	5	30	8.03333333333	8.0	2.45605826931	4	15
potresan	Ag	8	4841	30	2.56666666667	2.0	1.14552268516	1	5	30	2.63333333333	3.0	0.91226214556	1	5	30	2.9	3.0	1.3	1	5	30	8.93333333333	8.5	2.64491125665	5	15
tečaj	Nc	5	84156	30	3.9	4.0	0.978093383408	2	5	30	3.8	4.0	0.945163125251	2	5	30	3.8	3.5	1.13724814062	2	5	30	8.86666666667	8.0	2.74145135933	5	16
rizičan	Ag	7	17133	30	2.66666666667	2.5	1.2736648783	1	5	30	3.06666666667	3.0	0.99777530314	1	5	30	3.0	3.0	1.26491106407	1	5	30	9.5	9.0	2.40485619806	6	15
operirati	Vm	9	11622	30	4.16666666667	4.0	0.778174501995	2	5	30	3.26666666667	3.0	1.06249183003	1	5	30	4.33333333333	5.0	1.07496769977	2	5	30	6.93333333333	6.0	2.42120263964	4	12
nizati	Vm	6	19610	30	3.3	3.0	1.12989675045	2	5	30	2.73333333333	3.0	1.28927197372	0	5	30	3.63333333333	4.0	1.37800177391	1	5	30	7.96666666667	8.0	2.04096926865	5	12
neumoljiv	Ag	9	3377	30	2.2	2.0	1.13724814062	1	5	30	2.03333333333	2.0	1.13968806649	1	5	30	2.46666666667	2.0	1.30979218029	1	5	30	11.2666666667	11.5	2.26470503353	7	18
beton	Nc	5	18427	30	4.63333333333	5.0	0.835995746932	2	5	30	3.43333333333	3.5	0.955103252126	2	5	30	4.56666666667	5.0	1.02252411001	1	5	30	5.53333333333	5.0	2.01218510304	2	10
miriti	Vm	6	5652	30	3.0	3.0	1.0	1	5	30	3.16666666667	3.0	1.0354816378	1	5	30	3.53333333333	3.5	1.20369800568	1	5	30	6.0	5.5	2.06559111798	3	10
smijati	Vm	7	25583	30	4.23333333333	4.0	0.803464719546	3	5	30	4.4	5.0	0.879393730552	1	5	30	4.43333333333	5.0	1.14552268516	1	5	30	4.53333333333	4.0	2.47296493213	1	14
okruženje	Nc	9	56875	30	3.03333333333	3.0	1.0482790129	1	5	30	3.63333333333	4.0	1.0482790129	1	5	30	3.8	4.0	1.13724814062	2	5	30	8.56666666667	9.0	2.78906595277	4	15
svojevrstan	Ag	11	49931	30	1.96666666667	2.0	0.948097510222	1	4	30	2.43333333333	3.0	1.28279209366	0	5	30	2.33333333333	2.0	1.192569588	1	5	30	10.8666666667	11.5	2.60426999795	5	15
infuzija	Nc	8	3920	30	4.46666666667	5.0	0.884433277428	2	5	30	2.5	2.0	0.921954445729	1	5	30	4.56666666667	5.0	1.05461946797	1	5	30	8.73333333333	8.5	3.0214051183	3	14
dinamički	Ag	9	8625	30	2.6	3.0	1.11355287257	1	5	30	2.93333333333	3.0	1.18133634311	1	5	30	3.13333333333	3.0	1.14697670227	1	5	30	10.3333333333	10.0	2.45402164257	6	16
šokirati	Vm	8	14897	30	3.43333333333	3.5	1.14552268516	1	5	30	3.63333333333	3.5	0.87496031656	2	5	30	3.86666666667	4.0	1.20369800568	1	5	30	7.76666666667	7.0	2.21635336132	4	13
stalan	Ag	6	103743	30	2.7	2.0	1.34536240471	1	5	30	3.63333333333	4.0	1.01598337694	2	5	30	2.8	3.0	1.51437555888	1	5	30	7.5	8.0	2.15638586528	4	12
presvući	Vm	8	3258	30	4.0	4.0	1.12546286774	2	5	30	4.2	4.5	1.04562580942	1	5	30	4.26666666667	5.0	1.06249183003	2	5	30	4.63333333333	4.0	1.64282953738	2	8
stvarčica	Nc	9	5486	30	3.93333333333	4.0	1.18133634311	1	5	30	2.86666666667	3.0	1.14697670227	1	5	30	4.23333333333	5.0	0.955103252126	2	5	30	5.66666666667	5.0	1.88561808316	2	11
viseći	Ag	6	3716	30	3.46666666667	3.5	1.14697670227	1	5	30	2.63333333333	2.5	0.982626864866	1	5	30	4.03333333333	4.0	1.01598337694	2	5	30	6.66666666667	6.5	2.24103150853	3	11
grožđe	Nc	6	16030	30	4.9	5.0	0.3	4	5	30	3.66666666667	4.0	0.977525219908	2	5	30	4.66666666667	5.0	1.01105005921	1	5	30	4.43333333333	4.5	1.47610598837	2	8
rastaviti	Vm	9	6274	30	3.93333333333	4.0	1.06249183003	1	5	30	3.5	3.0	0.763762615826	2	5	30	4.16666666667	5.0	1.00277393043	2	5	30	6.06666666667	6.0	1.80616229122	3	10
proučavati	Vm	10	21397	30	3.4	3.5	1.2	1	5	30	3.66666666667	4.0	1.07496769977	1	5	30	3.7	4.0	1.1874342087	1	5	30	7.96666666667	8.0	2.24326151445	3	12
rasipati	Vm	8	3276	30	3.66666666667	3.0	1.0434983895	1	5	30	2.93333333333	3.0	0.928559218479	1	5	30	3.63333333333	4.0	1.25122162527	1	5	30	6.43333333333	6.0	2.01135664554	3	11
travnat	Ag	7	3031	30	4.16666666667	5.0	1.2405196044	1	5	30	2.8	3.0	1.04562580942	1	5	30	4.23333333333	5.0	1.17426099692	1	5	30	5.96666666667	5.0	2.56233400546	3	13
tolerirati	Vm	10	15580	30	2.9	3.0	1.22065556157	1	5	30	3.66666666667	4.0	0.977525219908	2	5	30	3.03333333333	3.0	1.35359603362	1	5	30	9.33333333333	9.0	2.71211274757	4	15
saslušati	Vm	9	9275	30	3.43333333333	3.0	1.30851909509	1	5	30	3.96666666667	4.0	1.11005505369	1	5	30	3.33333333333	3.0	1.2736648783	1	5	30	7.16666666667	6.5	2.79384243571	3	12
odrednica	Nc	9	12133	30	2.66666666667	3.0	1.10554159679	1	5	30	2.3	2.0	1.12989675045	0	5	30	2.5	2.0	1.25830573921	1	5	30	11.4333333333	11.0	2.51241362483	7	18
strijela	Nc	8	5700	30	4.73333333333	5.0	0.727247474309	2	5	30	2.86666666667	3.0	0.991071249821	1	5	30	4.76666666667	5.0	0.667499479817	2	5	30	6.03333333333	5.0	2.62657360241	3	15
obrađivati	Vm	10	26866	30	3.53333333333	4.0	1.05619863452	1	5	30	3.26666666667	3.0	1.09341463112	1	5	30	3.76666666667	4.0	1.256538455	1	5	30	8.13333333333	8.0	2.36267268622	3	13
otvoriti	Vm	8	223856	30	4.26666666667	4.5	0.853749898324	2	5	30	4.33333333333	5.0	0.977525219908	1	5	30	4.46666666667	5.0	0.845905169363	2	5	30	4.33333333333	4.0	1.7575235102	1	8
umjetnik	Nc	8	92184	30	4.36666666667	4.5	0.835995746932	1	5	30	3.7	4.0	1.15902257671	1	5	30	4.26666666667	5.0	1.12348663642	1	5	30	6.66666666667	6.0	1.98885785202	4	12
samoubojica	Nc	11	4016	30	4.43333333333	5.0	0.989388138644	1	5	30	2.9	3.0	0.907377172588	1	5	30	4.16666666667	5.0	1.21335164821	1	5	30	8.83333333333	8.5	2.39559781451	4	13
glasački	Ag	8	8645	30	2.73333333333	3.0	1.18133634311	1	5	30	2.8	3.0	0.979795897113	1	5	30	2.83333333333	2.5	1.34370962472	1	5	30	10.2333333333	10.0	2.81286725997	6	15
prestrašiti	Vm	11	3362	30	3.66666666667	4.0	1.1352924244	1	5	30	3.8	4.0	0.979795897113	1	5	30	4.2	4.5	0.945163125251	2	5	30	5.03333333333	5.0	1.53803626601	3	8
očitovati	Vm	9	33433	30	2.23333333333	2.0	1.02252411001	1	4	30	2.56666666667	2.0	1.256538455	1	5	30	2.33333333333	2.0	1.22020034785	1	5	30	11.5333333333	11.5	2.56558418732	6	17
potresati	Vm	9	3635	30	2.63333333333	3.0	1.1685698762	1	5	30	2.4	3.0	0.986576572463	0	5	30	2.86666666667	3.0	1.17567947257	1	5	30	9.46666666667	9.0	3.1276544282	1	15
plastičan	Ag	9	42785	30	4.43333333333	5.0	0.843932593411	2	5	30	3.76666666667	4.0	0.843932593411	2	5	30	4.66666666667	5.0	0.596284794	3	5	30	5.76666666667	6.0	1.60589192939	3	10
arhitektura	Nc	11	39777	30	4.0	4.0	0.856348838578	2	5	30	3.2	3.0	1.07703296143	1	5	30	4.3	5.0	1.06926766216	1	5	30	9.43333333333	9.5	2.52564623194	4	14
kolač	Nc	5	38296	30	4.73333333333	5.0	0.62893207547	3	5	30	4.13333333333	4.0	0.884433277428	1	5	30	4.73333333333	5.0	0.891939210684	1	5	30	4.06666666667	4.0	1.50406855636	1	9
naići	Vm	5	45630	30	2.86666666667	3.0	1.14697670227	1	5	30	3.4	3.0	1.1430952133	1	5	30	3.53333333333	3.0	1.30979218029	1	5	30	7.33333333333	7.0	2.32856655954	2	13
rafiniran	Ag	9	3536	30	2.33333333333	2.0	1.07496769977	1	5	30	2.1	2.0	0.978093383408	1	4	30	2.6	2.0	1.56204993518	1	5	30	11.4333333333	12.0	3.44173728741	1	17
slikovit	Ag	8	7301	30	2.86666666667	3.0	1.14697670227	1	5	30	3.26666666667	3.0	0.928559218479	1	5	30	3.6	4.0	1.30639452948	1	5	30	8.4	8.0	3.1474857691	3	15
metalan	Ag	7	28415	30	4.5	5.0	0.763762615826	2	5	30	3.4	3.0	0.75718777944	2	5	30	4.3	5.0	0.936304793679	2	5	30	6.76666666667	6.0	2.43150616331	3	13
dvojben	Ag	7	4470	30	2.0	2.0	0.894427191	0	4	30	2.36666666667	2.0	1.07960898271	1	4	30	2.56666666667	2.5	1.35851225815	1	5	30	10.6666666667	10.0	2.48103920879	5	15
nasljeđivanje	Nc	13	3109	30	2.7	3.0	1.15902257671	1	5	30	2.5	2.0	0.84656167328	1	4	30	3.0	3.0	1.41421356237	1	5	30	9.43333333333	10.0	2.30482585508	5	14
nikotin	Nc	7	4024	30	3.96666666667	4.0	1.1685698762	1	5	30	3.16666666667	3.0	1.12792828771	1	5	30	3.73333333333	4.0	1.18133634311	1	5	30	10.5666666667	10.0	3.1164438423	5	21
istup	Nc	5	15735	30	2.73333333333	3.0	1.15277443105	1	5	30	2.16666666667	2.0	1.15710366385	0	5	30	2.86666666667	3.0	1.43139403691	1	5	30	10.5333333333	11.0	3.04119859412	0	14
osmijeh	Nc	7	31639	30	4.73333333333	5.0	0.573488351136	3	5	30	4.33333333333	4.0	0.7453559925	2	5	30	4.83333333333	5.0	0.734090518185	1	5	30	4.2	4.0	1.55777619274	1	8
dramatičan	Ag	10	18585	30	2.4	2.0	0.986576572463	1	5	30	3.93333333333	4.0	0.853749898324	2	5	30	4.43333333333	5.0	0.803464719546	2	5	30	9.8	10.0	2.05588585935	4	13
zabaviti	Vm	8	21756	30	2.96666666667	3.0	1.27758452645	1	5	30	4.43333333333	5.0	0.989388138644	0	5	30	4.73333333333	5.0	0.679869268479	2	5	30	5.5	5.0	2.10950231097	2	10
ispreplitati	Vm	12	3429	30	3.43333333333	4.0	1.256538455	1	5	30	2.93333333333	3.0	0.771722460186	2	5	30	3.93333333333	4.0	1.28927197372	1	5	30	9.86666666667	10.0	2.51307691	4	15
stambeni	Ag	8	52502	30	3.63333333333	4.0	1.0482790129	1	5	30	3.33333333333	4.0	1.1352924244	0	5	30	4.36666666667	5.0	0.795124029458	2	5	30	10.0333333333	10.0	3.31142802361	4	21
spuštanje	Nc	9	11179	30	4.26666666667	4.5	0.853749898324	2	5	30	4.03333333333	4.0	0.835995746932	2	5	30	4.73333333333	5.0	0.679869268479	2	5	30	6.06666666667	6.0	2.68245327183	1	11
duševan	Ag	7	15512	30	1.56666666667	1.0	0.760847480701	1	4	30	3.16666666667	3.0	0.897527467856	1	5	30	3.4	3.0	1.42828568571	1	5	30	11.1666666667	11.5	2.51771501344	6	16
prikloniti	Vm	10	6006	30	2.33333333333	2.0	1.10554159679	1	5	30	2.73333333333	3.0	1.03064165558	1	5	30	3.2	3.0	1.4236104336	1	5	30	11.2	10.0	2.7251911248	6	15
izvršan	Ag	7	54494	30	2.06666666667	2.0	1.26315302143	1	5	30	2.6	2.0	0.952190457139	1	4	30	2.7	3.0	1.15902257671	1	5	30	12.6	13.0	2.47116706571	8	17
diplomatski	Ag	11	23923	30	2.2	2.0	1.04562580942	1	4	30	2.9	3.0	0.907377172588	1	5	30	3.5	4.0	1.25830573921	1	5	30	12.6666666667	13.0	2.27058484879	7	16
sporazum	Nc	8	100753	30	3.3	3.0	1.32035348802	1	5	30	3.23333333333	3.0	0.760847480701	2	5	30	4.36666666667	5.0	1.01598337694	1	5	30	11.1666666667	12.0	2.47767812455	5	15
dominantan	Ag	10	21317	30	2.7	3.0	1.03762549442	1	5	30	4.03333333333	4.0	0.982626864866	1	5	30	4.36666666667	5.0	0.87496031656	2	5	30	11.5	11.0	2.15638586528	8	16
virtualan	Ag	9	30588	30	2.1	2.0	1.19303534454	1	5	30	3.83333333333	4.0	0.933928381741	2	5	30	4.6	5.0	0.840634680861	2	5	30	10.8	11.0	2.34378611083	5	15
pretočiti	Vm	9	5338	30	4.16666666667	5.0	1.26710518725	1	5	30	3.56666666667	4.0	0.803464719546	2	5	30	4.83333333333	5.0	0.453382350291	3	5	30	7.3	7.0	2.5839246635	3	13
poremećaj	Nc	9	56222	30	2.56666666667	3.0	1.11604460285	1	5	30	4.13333333333	4.0	0.884433277428	2	5	30	4.36666666667	5.0	1.01598337694	2	5	30	10.2666666667	10.5	2.22011010738	5	14
izvozan	Ag	7	9979	30	2.56666666667	2.5	1.22972444971	1	5	30	2.56666666667	2.5	1.20231258646	1	5	30	3.63333333333	4.0	1.35359603362	1	5	30	11.5	12.0	2.12524508391	6	15
kemoterapija	Nc	12	7070	30	3.86666666667	4.0	1.11753697428	2	5	30	2.7	3.0	0.936304793679	1	5	30	4.63333333333	5.0	0.87496031656	1	5	30	11.3	11.0	1.79164728672	7	15
izrasti	Vm	7	8623	30	3.96666666667	4.0	1.01598337694	2	5	30	3.53333333333	4.0	0.95684667296	1	5	30	4.56666666667	5.0	0.803464719546	2	5	30	6.66666666667	7.0	2.32856655954	3	13
raskrižje	Nc	9	12380	30	4.8	5.0	0.47609522857	3	5	30	4.13333333333	4.0	0.718021974285	2	5	30	4.93333333333	5.0	0.249443825785	4	5	30	8.86666666667	8.0	3.20138858761	5	18
izuzetan	Ag	8	28354	30	1.9	2.0	1.04403065089	1	5	30	3.36666666667	3.0	0.87496031656	2	5	30	3.46666666667	3.5	1.35973853696	1	5	30	10.3666666667	10.5	2.44244868023	5	14
poganski	Ag	8	4522	30	2.26666666667	2.0	1.15277443105	1	5	30	2.3	2.0	0.9	1	4	30	3.66666666667	4.0	1.39841179756	1	5	30	11.4	11.0	2.43036348447	5	16
počistiti	Vm	9	6421	30	4.53333333333	5.0	0.95684667296	1	5	30	4.63333333333	5.0	0.604611904907	3	5	30	4.93333333333	5.0	0.249443825785	4	5	30	5.13333333333	5.0	1.83908189655	2	10
tih	Ag	3	35307	30	3.93333333333	4.0	1.12348663642	1	5	30	4.36666666667	4.5	0.706320670014	3	5	30	4.83333333333	5.0	0.52174919475	3	5	30	5.2	5.0	2.27156333832	2	13
goditi	Vm	6	6829	30	2.6	2.0	1.2274635093	1	5	30	3.03333333333	3.0	1.0482790129	1	5	30	3.76666666667	4.0	1.33374993492	1	5	30	8.9	9.0	3.2285187522	3	15
rob	Nc	3	19264	30	4.33333333333	5.0	0.86922698736	2	5	30	2.83333333333	3.0	1.0354816378	1	5	30	4.93333333333	5.0	0.359010987142	3	5	30	8.66666666667	9.0	2.42670329643	4	15
izdvajati	Vm	9	31972	30	3.1	3.0	1.27410099024	1	5	30	3.43333333333	3.0	0.715697018453	2	5	30	4.13333333333	4.5	1.05619863452	1	5	30	8.56666666667	9.0	1.85622077231	5	12
ostvariti	Vm	9	196736	30	2.3	2.0	1.21518174224	1	5	30	4.0	4.0	0.856348838578	2	5	30	3.8	4.0	1.32664991614	1	5	30	8.53333333333	9.0	2.12498366007	4	14
